month,client,product,managed,booked,revenue
2025-06,Client H,Product D,AUS,ARE,787823
2025-07,Client H,Product D,AUS,ARE,830628
2025-08,Client H,Product D,AUS,ARE,820864
2025-09,Client H,Product D,AUS,ARE,889807
2025-10,Client H,Product D,AUS,ARE,714057
2025-11,Client H,Product D,AUS,ARE,618273
2025-12,Client H,Product D,AUS,ARE,560027
2026-01,Client H,Product D,AUS,ARE,488491
2026-02,Client H,Product D,AUS,ARE,417769
2026-03,Client H,Product D,AUS,ARE,371675
2026-04,Client H,Product D,AUS,ARE,439207
2026-05,Client H,Product D,AUS,ARE,568499
2026-06,Client H,Product D,AUS,ARE,725882
2024-01,Client H,Product D,AUS,NLD,1495878
2024-02,Client H,Product D,AUS,NLD,1689176
2024-03,Client H,Product D,AUS,NLD,1953785
2024-04,Client H,Product D,AUS,NLD,1541854
2024-05,Client H,Product D,AUS,NLD,1644922
2024-06,Client H,Product D,AUS,NLD,1075111
2024-07,Client H,Product D,AUS,NLD,869842
2024-08,Client H,Product D,AUS,NLD,719095
2024-09,Client H,Product D,AUS,NLD,633979
2024-10,Client H,Product D,AUS,NLD,769753
2024-11,Client H,Product D,AUS,NLD,1067649
2024-12,Client H,Product D,AUS,NLD,1150781
2025-01,Client H,Product D,AUS,NLD,1368675
2025-02,Client H,Product D,AUS,NLD,1586481
2025-03,Client H,Product D,AUS,NLD,1696128
2025-04,Client H,Product D,AUS,NLD,1517992
2025-05,Client H,Product D,AUS,NLD,1327432
2025-06,Client H,Product D,AUS,NLD,1220959
2025-07,Client H,Product D,AUS,NLD,1003024
2025-08,Client H,Product D,AUS,NLD,792376
2025-09,Client H,Product D,AUS,NLD,643258
2025-10,Client H,Product D,AUS,NLD,845648
2025-11,Client H,Product D,AUS,NLD,893787
2025-12,Client H,Product D,AUS,NLD,1282206
2026-01,Client H,Product D,AUS,NLD,1449613
2026-02,Client H,Product D,AUS,NLD,1446159
2026-03,Client H,Product D,AUS,NLD,1481193
2026-04,Client H,Product D,AUS,NLD,1394425
2026-05,Client H,Product D,AUS,NLD,1112584
2026-06,Client H,Product D,AUS,NLD,898971
2024-01,Client I,Product B,IND,CYM,1722544
2024-02,Client I,Product B,IND,CYM,2171170
2024-03,Client I,Product B,IND,CYM,1772969
2024-04,Client I,Product B,IND,CYM,1977930
2024-05,Client I,Product B,IND,CYM,2202919
2024-06,Client I,Product B,IND,CYM,2252937
2024-07,Client I,Product B,IND,CYM,2236205
2024-08,Client I,Product B,IND,CYM,1931753
2024-09,Client I,Product B,IND,CYM,2023993
2024-10,Client I,Product B,IND,CYM,1980748
2024-11,Client I,Product B,IND,CYM,1833303
2024-12,Client I,Product B,IND,CYM,1747706
2025-01,Client I,Product B,IND,CYM,1770960
2025-02,Client I,Product B,IND,CYM,1786512
2025-03,Client I,Product B,IND,CYM,2046712
2025-04,Client I,Product B,IND,CYM,2388108
2025-05,Client I,Product B,IND,CYM,2553818
2025-06,Client I,Product B,IND,CYM,1997611
2025-07,Client I,Product B,IND,CYM,2493253
2025-08,Client I,Product B,IND,CYM,2278718
2025-09,Client I,Product B,IND,CYM,1830575
2025-10,Client I,Product B,IND,CYM,1775491
2025-11,Client I,Product B,IND,CYM,1637425
2025-12,Client I,Product B,IND,CYM,1739973
2026-01,Client I,Product B,IND,CYM,1711770
2026-02,Client I,Product B,IND,CYM,2225135
2026-03,Client I,Product B,IND,CYM,2216689
2026-04,Client I,Product B,IND,CYM,2068508
2026-05,Client I,Product B,IND,CYM,2060311
2026-06,Client I,Product B,IND,CYM,2097141
2024-01,Client I,Product B,IND,KOR,2229958
2024-02,Client I,Product B,IND,KOR,2301094
2024-03,Client I,Product B,IND,KOR,2766808
2024-04,Client I,Product B,IND,KOR,2577848
2024-05,Client I,Product B,IND,KOR,2452486
2024-06,Client I,Product B,IND,KOR,2175860
2024-07,Client I,Product B,IND,KOR,1960070
2024-08,Client I,Product B,IND,KOR,1867150
2024-09,Client I,Product B,IND,KOR,1781766
2024-10,Client I,Product B,IND,KOR,1746528
2024-11,Client I,Product B,IND,KOR,1819325
2024-12,Client I,Product B,IND,KOR,1698927
2025-01,Client I,Product B,IND,KOR,2124755
2025-02,Client I,Product B,IND,KOR,2732235
2025-03,Client I,Product B,IND,KOR,2374484
2025-04,Client I,Product B,IND,KOR,2476122
2025-05,Client I,Product B,IND,KOR,2692536
2025-06,Client I,Product B,IND,KOR,2245300
2025-07,Client I,Product B,IND,KOR,2382560
2025-08,Client I,Product B,IND,KOR,1930077
2025-09,Client I,Product B,IND,KOR,1959627
2025-10,Client I,Product B,IND,KOR,1775222
2025-11,Client I,Product B,IND,KOR,1688291
2025-12,Client I,Product B,IND,KOR,2252703
2026-01,Client I,Product B,IND,KOR,2035099
2026-02,Client I,Product B,IND,KOR,2654148
2026-03,Client I,Product B,IND,KOR,2325845
2026-04,Client I,Product B,IND,KOR,2604278
2026-05,Client I,Product B,IND,KOR,2932513
2026-06,Client I,Product B,IND,KOR,2256064
2024-01,Client I,Product C,IND,CHN,1804771
2024-02,Client I,Product C,IND,CHN,1919780
2024-03,Client I,Product C,IND,CHN,1981364
2024-04,Client I,Product C,IND,CHN,2464553
2024-05,Client I,Product C,IND,CHN,2208099
2024-06,Client I,Product C,IND,CHN,1740757
2024-07,Client I,Product C,IND,CHN,1956964
2024-08,Client I,Product C,IND,CHN,1481550
2024-09,Client I,Product C,IND,CHN,1512884
2024-10,Client I,Product C,IND,CHN,1591570
2024-11,Client I,Product C,IND,CHN,1653491
2024-12,Client I,Product C,IND,CHN,1666638
2025-01,Client I,Product C,IND,CHN,2117992
2025-02,Client I,Product C,IND,CHN,2241292
2025-03,Client I,Product C,IND,CHN,2431412
2025-04,Client I,Product C,IND,CHN,2708456
2025-05,Client I,Product C,IND,CHN,2574632
2025-06,Client I,Product C,IND,CHN,2184689
2025-07,Client I,Product C,IND,CHN,2076841
2025-08,Client I,Product C,IND,CHN,1591693
2025-09,Client I,Product C,IND,CHN,1696612
2025-10,Client I,Product C,IND,CHN,1567013
2025-11,Client I,Product C,IND,CHN,1859699
2025-12,Client I,Product C,IND,CHN,1870944
2026-01,Client I,Product C,IND,CHN,2268285
2026-02,Client I,Product C,IND,CHN,2546807
2026-03,Client I,Product C,IND,CHN,2591500
2026-04,Client I,Product C,IND,CHN,2310048
2026-05,Client I,Product C,IND,CHN,2656318
2026-06,Client I,Product C,IND,CHN,2469191
2024-01,Client I,Product C,IND,LUX,778694
2024-02,Client I,Product C,IND,LUX,827260
2024-03,Client I,Product C,IND,LUX,794105
2024-04,Client I,Product C,IND,LUX,1150852
2024-05,Client I,Product C,IND,LUX,1439776
2024-06,Client I,Product C,IND,LUX,1648467
2024-07,Client I,Product C,IND,LUX,1679325
2024-08,Client I,Product C,IND,LUX,1745272
2024-09,Client I,Product C,IND,LUX,1811869
2024-10,Client I,Product C,IND,LUX,1466287
2024-11,Client I,Product C,IND,LUX,1324250
2024-12,Client I,Product C,IND,LUX,962864
2025-01,Client I,Product C,IND,LUX,915754
2025-02,Client I,Product C,IND,LUX,928503
2025-03,Client I,Product C,IND,LUX,905075
2025-04,Client I,Product C,IND,LUX,1098872
2025-05,Client I,Product C,IND,LUX,1395810
2025-06,Client I,Product C,IND,LUX,1815033
2025-07,Client I,Product C,IND,LUX,1954839
2025-08,Client I,Product C,IND,LUX,2111243
2025-09,Client I,Product C,IND,LUX,1925897
2025-10,Client I,Product C,IND,LUX,1716135
2025-11,Client I,Product C,IND,LUX,1547940
2025-12,Client I,Product C,IND,LUX,1036086
2026-01,Client I,Product C,IND,LUX,1061622
2026-02,Client I,Product C,IND,LUX,920827
2026-03,Client I,Product C,IND,LUX,1155643
2026-04,Client I,Product C,IND,LUX,1391571
2026-05,Client I,Product C,IND,LUX,1577208
2026-06,Client I,Product C,IND,LUX,1891482
2024-01,Client I,Product D,IND,HKG,1426314
2024-02,Client I,Product D,IND,HKG,1094085
2024-03,Client I,Product D,IND,HKG,924578
2024-04,Client I,Product D,IND,HKG,768507
2024-05,Client I,Product D,IND,HKG,761170
2024-06,Client I,Product D,IND,HKG,790180
2024-07,Client I,Product D,IND,HKG,1039359
2024-08,Client I,Product D,IND,HKG,1195244
2024-09,Client I,Product D,IND,HKG,1352898
2024-10,Client I,Product D,IND,HKG,1521541
2024-11,Client I,Product D,IND,HKG,1492401
2024-12,Client I,Product D,IND,HKG,1450391
2025-01,Client I,Product D,IND,HKG,1390208
2025-02,Client I,Product D,IND,HKG,1046876
2025-03,Client I,Product D,IND,HKG,841900
2025-04,Client I,Product D,IND,HKG,697120
2025-05,Client I,Product D,IND,HKG,650601
2025-06,Client I,Product D,IND,HKG,697380
2025-07,Client I,Product D,IND,HKG,880956
2025-08,Client I,Product D,IND,HKG,1120676
2025-09,Client I,Product D,IND,HKG,1325259
2025-10,Client I,Product D,IND,HKG,1605676
2025-11,Client I,Product D,IND,HKG,1745839
2025-12,Client I,Product D,IND,HKG,1467806
2026-01,Client I,Product D,IND,HKG,1346445
2026-02,Client I,Product D,IND,HKG,1042880
2026-03,Client I,Product D,IND,HKG,856753
2026-04,Client I,Product D,IND,HKG,679452
2026-05,Client I,Product D,IND,HKG,656685
2026-06,Client I,Product D,IND,HKG,865413
2024-01,Client I,Product D,IND,SGP,750806
2024-02,Client I,Product D,IND,SGP,736453
2024-03,Client I,Product D,IND,SGP,769100
2024-04,Client I,Product D,IND,SGP,1034486
2024-05,Client I,Product D,IND,SGP,900504
2024-06,Client I,Product D,IND,SGP,968892
2024-07,Client I,Product D,IND,SGP,886704
2024-08,Client I,Product D,IND,SGP,914959
2024-09,Client I,Product D,IND,SGP,706290
2024-10,Client I,Product D,IND,SGP,656026
2024-11,Client I,Product D,IND,SGP,644856
2024-12,Client I,Product D,IND,SGP,660492
2025-01,Client I,Product D,IND,SGP,650975
2025-02,Client I,Product D,IND,SGP,720611
2025-03,Client I,Product D,IND,SGP,920898
2025-04,Client I,Product D,IND,SGP,886079
2025-05,Client I,Product D,IND,SGP,823939
2025-06,Client I,Product D,IND,SGP,1034493
2025-07,Client I,Product D,IND,SGP,880498
2025-08,Client I,Product D,IND,SGP,818036
2025-09,Client I,Product D,IND,SGP,697444
2025-10,Client I,Product D,IND,SGP,774448
2025-11,Client I,Product D,IND,SGP,639036
2025-12,Client I,Product D,IND,SGP,655244
2026-01,Client I,Product D,IND,SGP,609039
2026-02,Client I,Product D,IND,SGP,654333
2026-03,Client I,Product D,IND,SGP,708108
2026-04,Client I,Product D,IND,SGP,889893
2026-05,Client I,Product D,IND,SGP,816530
2026-06,Client I,Product D,IND,SGP,853099
2024-01,Client I,Product D,IND,ZAF,1103354
2024-02,Client I,Product D,IND,ZAF,1063376
2024-03,Client I,Product D,IND,ZAF,1057475
2024-04,Client I,Product D,IND,ZAF,1038071
2024-05,Client I,Product D,IND,ZAF,1209635
2024-06,Client I,Product D,IND,ZAF,1522319
2024-07,Client I,Product D,IND,ZAF,1656407
2024-08,Client I,Product D,IND,ZAF,2067299
2024-09,Client I,Product D,IND,ZAF,1663484
2024-10,Client I,Product D,IND,ZAF,1691641
2024-11,Client I,Product D,IND,ZAF,1630429
2024-12,Client I,Product D,IND,ZAF,1438432
2025-01,Client I,Product D,IND,ZAF,1126370
2025-02,Client I,Product D,IND,ZAF,1128234
2025-03,Client I,Product D,IND,ZAF,1253345
2025-04,Client I,Product D,IND,ZAF,1295099
2025-05,Client I,Product D,IND,ZAF,1427937
2025-06,Client I,Product D,IND,ZAF,1527461
2025-07,Client I,Product D,IND,ZAF,1698805
2025-08,Client I,Product D,IND,ZAF,2404717
2025-09,Client I,Product D,IND,ZAF,1968015
2025-10,Client I,Product D,IND,ZAF,2151318
2025-11,Client I,Product D,IND,ZAF,1903008
2025-12,Client I,Product D,IND,ZAF,1705488
2026-01,Client I,Product D,IND,ZAF,1611054
2026-02,Client I,Product D,IND,ZAF,1369087
2026-03,Client I,Product D,IND,ZAF,1255812
2026-04,Client I,Product D,IND,ZAF,1330304
2026-05,Client I,Product D,IND,ZAF,1580169
2026-06,Client I,Product D,IND,ZAF,1992616
2024-01,Client I,Product E,IND,MEX,584253
2024-02,Client I,Product E,IND,MEX,671321
2024-03,Client I,Product E,IND,MEX,735546
2024-04,Client I,Product E,IND,MEX,1113489
2024-05,Client I,Product E,IND,MEX,1200510
2024-06,Client I,Product E,IND,MEX,1097589
2024-07,Client I,Product E,IND,MEX,1227984
2024-08,Client I,Product E,IND,MEX,945580
2024-09,Client I,Product E,IND,MEX,918628
2024-10,Client I,Product E,IND,MEX,588207
2024-11,Client I,Product E,IND,MEX,498211
2024-12,Client I,Product E,IND,MEX,462423
2025-01,Client I,Product E,IND,MEX,532865
2025-02,Client I,Product E,IND,MEX,682453
2025-03,Client I,Product E,IND,MEX,671076
2025-04,Client I,Product E,IND,MEX,917602
2025-05,Client I,Product E,IND,MEX,930628
2025-06,Client I,Product E,IND,MEX,1175414
2025-07,Client I,Product E,IND,MEX,1061599
2025-08,Client I,Product E,IND,MEX,938436
2025-09,Client I,Product E,IND,MEX,684102
2025-10,Client I,Product E,IND,MEX,562133
2025-11,Client I,Product E,IND,MEX,430989
2025-12,Client I,Product E,IND,MEX,444982
2026-01,Client I,Product E,IND,MEX,467013
2026-02,Client I,Product E,IND,MEX,490535
2026-03,Client I,Product E,IND,MEX,625510
2026-04,Client I,Product E,IND,MEX,852599
2026-05,Client I,Product E,IND,MEX,943462
2026-06,Client I,Product E,IND,MEX,944370
2024-01,Client I,Product E,IND,POL,884054
2024-02,Client I,Product E,IND,POL,1016063
2024-03,Client I,Product E,IND,POL,1214943
2024-04,Client I,Product E,IND,POL,1256029
2024-05,Client I,Product E,IND,POL,1541347
2024-06,Client I,Product E,IND,POL,1414576
2024-07,Client I,Product E,IND,POL,1570368
2024-08,Client I,Product E,IND,POL,1530845
2024-09,Client I,Product E,IND,POL,1026451
2024-10,Client I,Product E,IND,POL,1085208
2024-11,Client I,Product E,IND,POL,892487
2024-12,Client I,Product E,IND,POL,851252
2025-01,Client I,Product E,IND,POL,803123
2025-02,Client I,Product E,IND,POL,1015134
2025-03,Client I,Product E,IND,POL,1282999
2025-04,Client I,Product E,IND,POL,1523703
2025-05,Client I,Product E,IND,POL,1827965
2025-06,Client I,Product E,IND,POL,1875044
2025-07,Client I,Product E,IND,POL,1582505
2025-08,Client I,Product E,IND,POL,1638205
2025-09,Client I,Product E,IND,POL,1243043
2025-10,Client I,Product E,IND,POL,1060517
2025-11,Client I,Product E,IND,POL,918207
2025-12,Client I,Product E,IND,POL,820834
2026-01,Client I,Product E,IND,POL,1009381
2026-02,Client I,Product E,IND,POL,1194355
2026-03,Client I,Product E,IND,POL,1422498
2026-04,Client I,Product E,IND,POL,1866950
2026-05,Client I,Product E,IND,POL,1695797
2026-06,Client I,Product E,IND,POL,2088153
2024-01,Client I,Product E,IND,ZAF,1003048
2024-02,Client I,Product E,IND,ZAF,985890
2024-03,Client I,Product E,IND,ZAF,937658
2024-04,Client I,Product E,IND,ZAF,843387
2024-05,Client I,Product E,IND,ZAF,708969
2024-06,Client I,Product E,IND,ZAF,822988
2024-07,Client I,Product E,IND,ZAF,721821
2024-08,Client I,Product E,IND,ZAF,772007
2024-09,Client I,Product E,IND,ZAF,783326
2024-10,Client I,Product E,IND,ZAF,848369
2024-11,Client I,Product E,IND,ZAF,860836
2024-12,Client I,Product E,IND,ZAF,1024431
2025-01,Client I,Product E,IND,ZAF,1057896
2025-02,Client I,Product E,IND,ZAF,1090615
2025-03,Client I,Product E,IND,ZAF,1127872
2025-04,Client I,Product E,IND,ZAF,1017835
2025-05,Client I,Product E,IND,ZAF,900858
2025-06,Client I,Product E,IND,ZAF,929023
2025-07,Client I,Product E,IND,ZAF,866748
2025-08,Client I,Product E,IND,ZAF,817796
2025-09,Client I,Product E,IND,ZAF,815324
2025-10,Client I,Product E,IND,ZAF,852234
2025-11,Client I,Product E,IND,ZAF,938416
2025-12,Client I,Product E,IND,ZAF,978248
2026-01,Client I,Product E,IND,ZAF,1277989
2026-02,Client I,Product E,IND,ZAF,1287724
2026-03,Client I,Product E,IND,ZAF,1020238
2026-04,Client I,Product E,IND,ZAF,1174052
2026-05,Client I,Product E,IND,ZAF,950045
2026-06,Client I,Product E,IND,ZAF,872577
2024-01,Client J,Product A,CAN,ARE,460029
2024-02,Client J,Product A,CAN,ARE,397742
2024-03,Client J,Product A,CAN,ARE,364849
2024-04,Client J,Product A,CAN,ARE,428986
2024-05,Client J,Product A,CAN,ARE,450612
2024-06,Client J,Product A,CAN,ARE,569807
2024-07,Client J,Product A,CAN,ARE,620296
2024-08,Client J,Product A,CAN,ARE,760229
2024-09,Client J,Product A,CAN,ARE,797536
2024-10,Client J,Product A,CAN,ARE,756357
2024-11,Client J,Product A,CAN,ARE,660641
2024-12,Client J,Product A,CAN,ARE,604541
2025-01,Client J,Product A,CAN,ARE,606083
2025-02,Client J,Product A,CAN,ARE,538506
2025-03,Client J,Product A,CAN,ARE,499593
2025-04,Client J,Product A,CAN,ARE,444477
2025-05,Client J,Product A,CAN,ARE,456204
2025-06,Client J,Product A,CAN,ARE,551077
2025-07,Client J,Product A,CAN,ARE,651758
2025-08,Client J,Product A,CAN,ARE,740874
2025-09,Client J,Product A,CAN,ARE,761841
2025-10,Client J,Product A,CAN,ARE,948845
2025-11,Client J,Product A,CAN,ARE,782418
2025-12,Client J,Product A,CAN,ARE,750130
2026-01,Client J,Product A,CAN,ARE,551013
2026-02,Client J,Product A,CAN,ARE,488183
2026-03,Client J,Product A,CAN,ARE,513435
2026-04,Client J,Product A,CAN,ARE,532463
2026-05,Client J,Product A,CAN,ARE,607973
2026-06,Client J,Product A,CAN,ARE,649223
2024-01,Client J,Product A,CAN,BMU,691041
2024-02,Client J,Product A,CAN,BMU,648480
2024-03,Client J,Product A,CAN,BMU,491837
2024-04,Client J,Product A,CAN,BMU,552677
2024-05,Client J,Product A,CAN,BMU,539863
2024-06,Client J,Product A,CAN,BMU,511010
2024-07,Client J,Product A,CAN,BMU,614025
2024-08,Client J,Product A,CAN,BMU,666545
2024-09,Client J,Product A,CAN,BMU,676855
2024-10,Client J,Product A,CAN,BMU,703672
2024-11,Client J,Product A,CAN,BMU,783577
2024-12,Client J,Product A,CAN,BMU,711714
2025-01,Client J,Product A,CAN,BMU,638249
2025-02,Client J,Product A,CAN,BMU,635220
2025-03,Client J,Product A,CAN,BMU,544336
2025-04,Client J,Product A,CAN,BMU,481444
2025-05,Client J,Product A,CAN,BMU,469926
2025-06,Client J,Product A,CAN,BMU,553393
2025-07,Client J,Product A,CAN,BMU,593893
2025-08,Client J,Product A,CAN,BMU,617785
2025-09,Client J,Product A,CAN,BMU,592403
2025-10,Client J,Product A,CAN,BMU,725163
2025-11,Client J,Product A,CAN,BMU,615545
2025-12,Client J,Product A,CAN,BMU,758760
2026-01,Client J,Product A,CAN,BMU,726344
2026-02,Client J,Product A,CAN,BMU,654808
2026-03,Client J,Product A,CAN,BMU,619210
2026-04,Client J,Product A,CAN,BMU,495885
2026-05,Client J,Product A,CAN,BMU,526503
2026-06,Client J,Product A,CAN,BMU,567921
2024-01,Client J,Product A,CAN,JPN,587030
2024-02,Client J,Product A,CAN,JPN,566983
2024-03,Client J,Product A,CAN,JPN,549312
2024-04,Client J,Product A,CAN,JPN,484987
2024-05,Client J,Product A,CAN,JPN,426267
2024-06,Client J,Product A,CAN,JPN,515410
2024-07,Client J,Product A,CAN,JPN,566425
2024-08,Client J,Product A,CAN,JPN,499225
2024-09,Client J,Product A,CAN,JPN,570878
2024-10,Client J,Product A,CAN,JPN,679793
2024-11,Client J,Product A,CAN,JPN,548054
2024-12,Client J,Product A,CAN,JPN,597833
2025-01,Client J,Product A,CAN,JPN,644791
2025-02,Client J,Product A,CAN,JPN,519864
2025-03,Client J,Product A,CAN,JPN,440303
2025-04,Client J,Product A,CAN,JPN,450314
2025-05,Client J,Product A,CAN,JPN,439216
2025-06,Client J,Product A,CAN,JPN,450211
2025-07,Client J,Product A,CAN,JPN,473555
2025-08,Client J,Product A,CAN,JPN,452188
2025-09,Client J,Product A,CAN,JPN,480281
2025-10,Client J,Product A,CAN,JPN,526018
2025-11,Client J,Product A,CAN,JPN,498685
2025-12,Client J,Product A,CAN,JPN,547256
2026-01,Client J,Product A,CAN,JPN,443261
2026-02,Client J,Product A,CAN,JPN,483681
2026-03,Client J,Product A,CAN,JPN,388981
2026-04,Client J,Product A,CAN,JPN,354016
2026-05,Client J,Product A,CAN,JPN,416693
2026-06,Client J,Product A,CAN,JPN,364426
2024-01,Client J,Product A,IND,ARE,310328
2024-02,Client J,Product A,IND,ARE,231361
2024-03,Client J,Product A,IND,ARE,312341
2024-04,Client J,Product A,IND,ARE,385678
2024-05,Client J,Product A,IND,ARE,424072
2024-06,Client J,Product A,IND,ARE,528798
2024-07,Client J,Product A,IND,ARE,624783
2024-08,Client J,Product A,IND,ARE,540525
2024-09,Client J,Product A,IND,ARE,513879
2024-10,Client J,Product A,IND,ARE,489812
2024-11,Client J,Product A,IND,ARE,384698
2024-12,Client J,Product A,IND,ARE,354145
2025-01,Client J,Product A,IND,ARE,291575
2025-02,Client J,Product A,IND,ARE,307946
2025-03,Client J,Product A,IND,ARE,347162
2025-04,Client J,Product A,IND,ARE,418202
2025-05,Client J,Product A,IND,ARE,450006
2025-06,Client J,Product A,IND,ARE,599476
2025-07,Client J,Product A,IND,ARE,610720
2025-08,Client J,Product A,IND,ARE,618051
2025-09,Client J,Product A,IND,ARE,621256
2025-10,Client J,Product A,IND,ARE,481272
2025-11,Client J,Product A,IND,ARE,475312
2025-12,Client J,Product A,IND,ARE,356421
2026-01,Client J,Product A,IND,ARE,289732
2026-02,Client J,Product A,IND,ARE,279094
2026-03,Client J,Product A,IND,ARE,330035
2026-04,Client J,Product A,IND,ARE,408301
2026-05,Client J,Product A,IND,ARE,481100
2026-06,Client J,Product A,IND,ARE,572932
2024-01,Client J,Product A,IND,HKG,224569
2024-02,Client J,Product A,IND,HKG,217976
2024-03,Client J,Product A,IND,HKG,212730
2024-04,Client J,Product A,IND,HKG,276684
2024-05,Client J,Product A,IND,HKG,253713
2024-06,Client J,Product A,IND,HKG,276671
2024-07,Client J,Product A,IND,HKG,260498
2024-08,Client J,Product A,IND,HKG,279455
2024-09,Client J,Product A,IND,HKG,259567
2024-10,Client J,Product A,IND,HKG,224440
2024-11,Client J,Product A,IND,HKG,253560
2024-12,Client J,Product A,IND,HKG,192402
2025-01,Client J,Product A,IND,HKG,242751
2025-02,Client J,Product A,IND,HKG,256987
2025-03,Client J,Product A,IND,HKG,237241
2025-04,Client J,Product A,IND,HKG,263436
2025-05,Client J,Product A,IND,HKG,234654
2025-06,Client J,Product A,IND,HKG,274530
2025-07,Client J,Product A,IND,HKG,287065
2025-08,Client J,Product A,IND,HKG,243838
2025-09,Client J,Product A,IND,HKG,239813
2025-10,Client J,Product A,IND,HKG,214675
2025-11,Client J,Product A,IND,HKG,253492
